pair_id,category,split,lost_image,found_image,positive_caption,hard_negative_caption
wallet_014,Wallets,train,lost_wallet_14.jpg,found_wallet_14.jpg,"Navy dark blue Lacoste bifold wallet, smooth matte leather exterior, small silver metal crocodile logo emblem on the lower right corner, no other exterior hardware or stitching detail","Navy dark blue Lacoste bifold wallet, pebbled leather exterior, small silver metal crocodile logo emblem on the lower right corner, no other exterior hardware or stitching detail"
wallet_015,Wallets,train,lost_wallet_15.jpg,found_wallet_15.jpg,"Black pebbled leather Marc Jacobs New York mini trifold wallet, large oversized gold double-J metal clasp hardware centered on the front, gold brand lettering stamped along the bottom edge, gold O-ring key loop attached on the left","Black pebbled leather Marc Jacobs New York mini trifold wallet, large oversized gold double-J metal clasp hardware centered on the front, gold brand lettering stamped along the bottom edge, silver carabiner clip attached on the left"
wallet_016,Wallets,test,lost_wallet_16.jpg,found_wallet_16.jpg,"Tan cognac Victoria's Secret small zip coin card wallet, V-shaped chevron quilted stitching pattern across the front face, VS monogram logo charm centered on the front, zipper along the top edge, attached keyring loop with chain","Tan cognac Victoria's Secret small zip coin card wallet, diamond grid quilted stitching pattern across the front face, VS monogram logo charm centered on the front, zipper along the top edge, attached keyring loop with chain"
wallet_017,Wallets,train,lost_wallet_17.jpg,found_wallet_17.jpg,"Black Prada Milano saffiano leather small bifold card wallet, fine cross-hatch texture across the entire surface, silver-tone triangular Prada metal logo plate centered on the front, no exterior zipper or additional hardware","Black Prada Milano saffiano leather small bifold card wallet, fine cross-hatch texture across the entire surface, gold-tone triangular Prada metal logo plate centered on the front, no exterior zipper or additional hardware"
wallet_018,Wallets,train,lost_wallet_18.jpg,found_wallet_18.jpg,"CLN dome-shaped mini coin purse, cream ivory CLN monogram jacquard canvas upper body, tan camel smooth leather base panel, silver zipper along the curved dome top edge","CLN dome-shaped mini coin purse, cream ivory CLN monogram jacquard canvas upper body, tan camel smooth leather base panel, gold zipper along the curved dome top edge"
wallet_019,Wallets,train,lost_wallet_19.jpg,found_wallet_19.jpg,"Coach wristlet clutch pouch, all-over large-scale CH monogram pattern in brown and white on dark coated canvas, gold zipper along the top edge, black leather wrist strap with gold hardware","Coach wristlet clutch pouch, all-over large-scale CH monogram pattern in brown and white on dark coated canvas, silver zipper along the top edge, black leather wrist strap with silver hardware"
wallet_020,Wallets,train,lost_wallet_20.jpg,found_wallet_20.jpg,"Goyard Paris black key holder wallet, black and white Goyardine chevron coated canvas lower body, smooth black leather upper flap panel, single round silver-tone snap button closure centered on the flap","Goyard Paris black key holder wallet, black and white Goyardine chevron coated canvas lower body, smooth black leather upper flap panel, single round gold-tone snap button closure centered on the flap"
wallet_021,Wallets,val,lost_wallet_21.jpg,found_wallet_21.jpg,"Louis Vuitton long bifold wallet, Damier Graphite dark charcoal grey checkered coated canvas pattern across the entire surface, no exterior logo plate or zipper, softly rounded corners","Louis Vuitton long bifold wallet, Damier Graphite dark charcoal grey checkered coated canvas pattern across the entire surface, no exterior logo plate or zipper, sharp square corners"
wallet_022,Wallets,train,lost_wallet_22.jpg,found_wallet_22.jpg,"Prada Milano nude blush zip-around compact wallet, fine horizontal wave-ridged Vitello Move leather texture, gold ""PRADA MILANO"" lettered logo plate on the upper front, gold zipper closure","Prada Milano nude blush zip-around compact wallet, smooth untextured leather exterior, gold ""PRADA MILANO"" lettered logo plate on the upper front, gold zipper closure"
wallet_023,Wallets,train,lost_wallet_23.jpg,found_wallet_23.jpg,"Charcoal dark grey Coach New York compact bifold wallet, all-over tone-on-tone signature ""C"" monogram coated canvas, gold ""COACH NEW YORK"" metal logo lettering on the lower front face, square proportions","Charcoal dark grey Coach New York compact bifold wallet, all-over tone-on-tone signature ""C"" monogram coated canvas, gold ""COACH NEW YORK"" metal logo lettering on the lower front face, rectangular landscape proportions"
wallet_024,Wallets,train,lost_wallet_24.jpg,found_wallet_24.jpg,"Charcoal black Coach compact bifold wallet, all-over dark tone-on-tone signature ""C"" monogram coated canvas, no visible exterior logo plate, compact square bifold shape with clean unembellished front face","Charcoal black Coach compact bifold wallet, all-over dark tone-on-tone signature ""C"" monogram coated canvas, no visible exterior logo plate, slim rectangular bifold shape with clean unembellished front face"
wallet_025,Wallets,train,lost_wallet_25.jpg,found_wallet_25.jpg,"Tan/camel smooth faux-leather compact trifold wallet, flap closure with a V-shaped rose gold metal bar clasp, visible contrast stitching along edges","Tan/camel smooth faux-leather compact trifold wallet, flap closure with a V-shaped silver metal bar clasp, visible contrast stitching along edges"
wallet_026,Wallets,train,lost_wallet_26.jpg,found_wallet_26.jpg,"Timberland PRO tan nubuck leather bifold wallet, debossed logo on front panel, contrast white topstitching along all edges","Timberland PRO tan nubuck leather bifold wallet, debossed logo on front panel, single-needle edge stitching along all edges"
wallet_027,Wallets,train,lost_wallet_27.jpg,found_wallet_27.jpg,"Black TUMI long continental wallet, fine crosshatch ballistic nylon exterior, thin rectangular profile with smooth black leather trim edges","Black TUMI long continental wallet, smooth saffiano leather exterior, thin rectangular profile with smooth black leather trim edges"
wallet_028,Wallets,val,lost_wallet_28.jpg,found_wallet_28.jpg,"Black pebbled faux-leather compact bifold card wallet, no visible hardware or logo, rounded corners","Black smooth patent-leather compact bifold card wallet, no visible hardware or logo, rounded corners"
wallet_029,Wallets,train,lost_wallet_29.jpg,found_wallet_29.jpg,"Burgundy/oxblood pebbled leather ARNO large clutch wallet, center leather tab strap with gold pushlock clasp, zipper closure along three edges, thin wrist strap","Burgundy/oxblood pebbled leather ARNO large clutch wallet, center leather tab strap with silver magnetic snap clasp, zipper closure along three edges, thin wrist strap"
wallet_030,Wallets,train,lost_wallet_30.jpg,found_wallet_30.jpg,"Black CLN compact zip-around wallet, all-over tone-on-tone embossed monogram pattern, small flap tab with silver flower turnlock closure on front","Black CLN compact zip-around wallet, all-over tone-on-tone embossed monogram pattern, small flap tab with gold flower turnlock closure on front"
wallet_031,Wallets,train,lost_wallet_31.jpg,found_wallet_31.jpg,"Black Steve Madden wristlet wallet, all-over embossed ""STEVE MADDEN"" text logomania pattern, envelope flap closure with matte black SM logo plate, thin flat wrist strap","Black Steve Madden wristlet wallet, all-over embossed ""STEVE MADDEN"" text logomania pattern, envelope flap closure with matte black SM logo plate, thick braided wrist strap"
wallet_032,Wallets,train,lost_wallet_32.jpg,found_wallet_32.jpg,"Rose-taupe Furla long zip-around wallet, saffiano leather texture, centered rectangular silver ""FURLA"" nameplate, single zipper running along three edges","Rose-taupe Furla long zip-around wallet, smooth nappa leather texture, centered rectangular silver ""FURLA"" nameplate, single zipper running along three edges"
wallet_033,Wallets,test,lost_wallet_33.jpg,found_wallet_33.jpg,"Pink Guess compact zip-around wallet, quilted diamond-stitched faux leather, silver triangle ""GUESS"" logo plate centered on front flap","Pink Guess compact zip-around wallet, smooth non-quilted faux leather, silver triangle ""GUESS"" logo plate centered on front flap"
wallet_034,Wallets,train,lost_wallet_34.jpg,found_wallet_34.jpg,"Beige/nude Guess compact zip-around wallet, quilted diamond-stitched faux leather, silver triangle ""GUESS"" logo plate centered on front flap","Beige/nude Guess compact zip-around wallet, quilted diamond-stitched faux leather, gold triangle ""GUESS"" logo plate centered on front flap"
wallet_035,Wallets,train,lost_wallet_35.jpg,found_wallet_35.jpg,"Tan ""Lim&co Classic fashion"" long foldover clutch wallet, heavily distressed pebbled faux leather, plain flap closure with no hardware, thin wrist strap","Tan ""Lim&co Classic fashion"" long foldover clutch wallet, heavily distressed pebbled faux leather, magnetic snap flap closure, thin wrist strap"
wallet_036,Wallets,val,lost_wallet_36.jpg,found_wallet_36.jpg,"Red kate spade new york long bifold wallet, saffiano crosshatch leather, slim profile with no exterior hardware, gold foil brand text on lower-right corner","Red kate spade new york long bifold wallet, saffiano crosshatch leather, slim profile with no exterior hardware, silver foil brand text on lower-right corner"
wallet_037,Wallets,train,lost_wallet_37.jpg,found_wallet_37.jpg,"Tan Tommy Hilfiger bifold wallet, smooth full-grain leather, debossed ""TOMMY / HILFIGER"" text panel with centered tricolor flag logo patch","Tan Tommy Hilfiger bifold wallet, pebbled full-grain leather, debossed ""TOMMY / HILFIGER"" text panel with centered tricolor flag logo patch"
wallet_038,Wallets,train,lost_wallet_38.jpg,found_wallet_38.jpg,"Coach compact snap bifold wallet, khaki/tan signature ""C"" monogram coated canvas exterior, brown leather trim along edges, rose gold Coach logo hardware on front","Coach compact snap bifold wallet, khaki/tan signature ""C"" monogram coated canvas exterior, black leather trim along edges, rose gold Coach logo hardware on front"
wallet_039,Wallets,train,lost_wallet_39.jpg,found_wallet_39.jpg,"Dark forest green Louis Vuitton pocket organizer, taiga leather with fine crosshatch texture, slim bifold profile, no visible exterior hardware","Dark forest green Louis Vuitton pocket organizer, smooth Épi leather texture, slim bifold profile, no visible exterior hardware"
wallet_040,Wallets,train,lost_wallet_40.jpg,found_wallet_40.jpg,"Sage green Charles & Keith long slim wallet, pebbled faux leather, white contrast topstitching along all edges, rose gold square corner metal caps","Sage green Charles & Keith long slim wallet, pebbled faux leather, white contrast topstitching along all edges, silver square corner metal caps"
wallet_041,Wallets,train,lost_wallet_41.jpg,found_wallet_41.jpg,"Black kate spade New York large slim card holder/pouch, saffiano crosshatch leather, gold ""kate spade NEW YORK"" logo text on front, top zipper closure with gold hardware","Black kate spade New York large slim card holder/pouch, smooth nappa leather, gold ""kate spade NEW YORK"" logo text on front, top zipper closure with gold hardware"
wallet_042,Wallets,train,lost_wallet_42.jpg,found_wallet_42.jpg,"Black Charles & Keith compact trifold wallet, saffiano-textured faux leather, large blue and white floral embroidery patch covering the front, black bar-style turnlock clasp with engraved brand name","Black Charles & Keith compact trifold wallet, saffiano-textured faux leather, large blue and white floral embroidery patch covering the front, silver pushlock clasp with engraved brand name"
wallet_043,Wallets,train,lost_wallet_43.jpg,found_wallet_43.jpg,"Blush pink compact bifold wallet, all-over tone-on-tone embossed floral and swirl pattern on faux leather, no visible hardware or brand markings, plain snap closure","Blush pink compact bifold wallet, smooth non-embossed faux leather, no visible hardware or brand markings, plain snap closure"
wallet_044,Wallets,train,lost_wallet_44.jpg,found_wallet_44.jpg,"White/cream Damier Azur checkered coated canvas long flap wallet-on-chain, gold-tone chain strap, single gold dome stud closure on envelope flap","White/cream Damier Azur checkered coated canvas long flap wallet-on-chain, silver-tone chain strap, single gold dome stud closure on envelope flap"
wallet_045,Wallets,test,lost_wallet_45.jpg,found_wallet_45.jpg,"Bottega Veneta bi-color compact card wallet, white smooth leather frame border, taupe/grey intrecciato woven leather center panel, debossed ""BOTTEGA VENETA"" text on lower front","Bottega Veneta bi-color compact card wallet, white smooth leather frame border, taupe/grey intrecciato woven leather center panel, embossed logo text printed in gold foil on lower front"
wallet_046,Wallets,train,lost_wallet_46.jpg,found_wallet_46.jpg,"Black Juicy Couture compact card wallet, glossy faux leather with all-over tone-on-tone embossed logo text, silver heart-shaped snap closure on front flap, silver chain charm and heart keyring attachment","Black Juicy Couture compact card wallet, glossy faux leather with all-over tone-on-tone embossed logo text, silver heart-shaped snap closure on front flap, gold chain charm and heart keyring attachment"
wallet_047,Wallets,val,lost_wallet_47.jpg,found_wallet_47.jpg,"Navy/black and tan Goyard Saint-Sulpice bifold wallet, Goyardine coated canvas with signature chevron pattern, ""E.GOYARD HONORÉ PARIS"" text printed on front, no exterior hardware","Navy/black and tan Goyard Saint-Sulpice bifold wallet, smooth plain leather exterior, ""E.GOYARD HONORÉ PARIS"" text printed on front, no exterior hardware"
wallet_048,Wallets,train,lost_wallet_48.jpg,found_wallet_48.jpg,"Blush pink Anne Klein long wallet-on-chain, beige/cream ""AK"" monogram coated canvas body, pink leather trim and flap border, round gold ""AK"" logo turnlock on flap, gold-tone chain strap","Blush pink Anne Klein long wallet-on-chain, beige/cream ""AK"" monogram coated canvas body, pink leather trim and flap border, round gold ""AK"" logo turnlock on flap, silver-tone chain strap"
wallet_049,Wallets,train,lost_wallet_49.jpg,found_wallet_49.jpg,"Navy/black Tommy Hilfiger compact trifold wallet, woven jacquard ""TH"" monogram canvas in navy, white, and red, black leather trim along edges, round silver engraved turnlock snap closure","Navy/black Tommy Hilfiger compact trifold wallet, woven jacquard ""TH"" monogram canvas in navy, white, and red, black leather trim along edges, round gold engraved turnlock snap closure"
wallet_050,Wallets,train,lost_wallet_50.jpg,found_wallet_50.jpg,"Black Fossil medium zip-around wallet, pebbled genuine leather, full perimeter zipper with antique gold-tone pull, small rectangular ""FOSSIL"" branded tab on side","Black Fossil medium zip-around wallet, smooth genuine leather, full perimeter zipper with antique gold-tone pull, small rectangular ""FOSSIL"" branded tab on side"
wallet_051,Wallets,train,lost_wallet_51.jpg,found_wallet_51.jpg,"Black/dark grey and tan Goyard card holder, Goyardine coated canvas with signature chevron pattern, tan smooth leather upper card panel, slim flat profile with zip side closure","Black/dark grey and tan Goyard card holder, smooth plain leather body, tan smooth leather upper card panel, slim flat profile with zip side closure"
wallet_052,Wallets,val,lost_wallet_52.jpg,found_wallet_52.jpg,"Black fabric flat zip coin pouch, multicolor neon cross-stitch embroidery pattern in orange, pink, green, and yellow on black textile ground, top zipper closure with black zipper pull","Black fabric flat zip coin pouch, multicolor neon cross-stitch embroidery pattern in orange, pink, green, and yellow on black textile ground, top zipper closure with gold metallic zipper pull"
wallet_053,Wallets,test,lost_wallet_53.jpg,found_wallet_53.jpg,"Black fabric flat zip coin pouch, multicolor neon cross-stitch embroidery in orange, pink, yellow, and green on black textile ground, ""PALAWAN"" text embroidered in white on front, top zipper closure with black zipper pull","Black fabric flat zip coin pouch, multicolor neon cross-stitch embroidery in orange, pink, yellow, and green on black textile ground, ""PALAWAN"" text embroidered in yellow on front, top zipper closure with black zipper pull"
wallet_054,Wallets,train,lost_wallet_54.jpg,found_wallet_54.jpg,"Dusty mauve/taupe Anna Sui compact clasp wallet, distressed faux leather with floral cutout appliqué panels at lower corners with small stud accents, silver ""ANNASUI"" nameplate on front, kiss-lock frame closure at top","Dusty mauve/taupe Anna Sui compact clasp wallet, distressed faux leather with floral cutout appliqué panels at lower corners with small stud accents, gold ""ANNASUI"" nameplate on front, kiss-lock frame closure at top"
wallet_055,Wallets,train,lost_wallet_55.jpg,found_wallet_55.jpg,"Brown/dark brown Coach medium bifold wallet, signature ""C"" monogram coated canvas body, black leather trim along all edges, no visible exterior logo hardware on front","Brown/dark brown Coach medium bifold wallet, signature ""C"" monogram coated canvas body, tan leather trim along all edges, no visible exterior logo hardware on front"
wallet_056,Wallets,train,lost_wallet_56.jpg,found_wallet_56.jpg,"Grey Herschel Supply Co. compact zip wallet, pebbled vegan leather, tone-on-tone debossed Herschel logo badge on lower front, L-shaped zipper closure","Grey Herschel Supply Co. compact zip wallet, smooth non-pebbled vegan leather, tone-on-tone debossed Herschel logo badge on lower front, L-shaped zipper closure"
wallet_057,Wallets,train,lost_wallet_57.jpg,found_wallet_57.jpg,"White/cream Michael Kors small trifold wallet, MK monogram coated canvas body, white smooth leather center tab strap, round gold ""MK"" logo turnlock closure","White/cream Michael Kors small trifold wallet, white smooth leather body, white smooth leather center tab strap, round gold ""MK"" logo turnlock closure"
wallet_058,Wallets,train,lost_wallet_58.jpg,found_wallet_58.jpg,"Cream/off-white kate spade New York long zip wallet, saffiano crosshatch leather, gold ""kate spade NEW YORK"" text with spade logo on front, full perimeter zipper with gold hardware","Cream/off-white kate spade New York long zip wallet, smooth non-textured leather, gold ""kate spade NEW YORK"" text with spade logo on front, full perimeter zipper with gold hardware"
wallet_059,Wallets,train,lost_wallet_59.jpg,found_wallet_59.jpg,"Black Saint Laurent compact envelope wallet, pebbled caviar leather, diagonal chevron quilting on front flap, large gold YSL monogram logo hardware centered on flap","Black Saint Laurent compact envelope wallet, pebbled caviar leather, diagonal chevron quilting on front flap, large silver YSL monogram logo hardware centered on flap"
wallet_060,Wallets,val,lost_wallet_60.jpg,found_wallet_60.jpg,"Black Chanel wallet-on-chain, pebbled caviar leather, diamond quilting across entire body, silver CC turnlock clasp centered on front flap, silver chain strap","Black Chanel wallet-on-chain, smooth lambskin leather, diamond quilting across entire body, silver CC turnlock clasp centered on front flap, silver chain strap"
wallet_061,Wallets,train,lost_wallet_61.png,found_wallet_61.png,"Lavender smooth leather bifold wallet, bow-shaped metal charm hardware centered on front face.","Mint green smooth leather bifold wallet, bow-shaped metal charm hardware centered on front face."
wallet_062,Wallets,train,lost_wallet_62.png,found_wallet_62.png,"Pink smooth PU leather bifold wallet, corset-style crisscross lace-up front with ribbon bow tie and metal eyelets.","Pink smooth PU leather bifold wallet, single front zip closure with ribbon bow tie and metal hardware."
wallet_063,Wallets,train,lost_wallet_63.png,found_wallet_63.png,"Cream pebbled PU leather bifold wallet, allover red heart print, center snap tab with silver heart-shaped turnlock clasp.","Cream pebbled PU leather bifold wallet, allover red heart print, center snap tab with gold zipper closure."
wallet_064,Wallets,val,lost_wallet_64.png,found_wallet_64.png,"Gray denim bifold wallet, multicolor dachshund-in-red-beret embroidery on front, red cord loop attachment at corner.","Black canvas bifold wallet, multicolor dachshund-in-red-beret embroidery on front, red cord loop attachment at corner."
wallet_065,Wallets,train,lost_wallet_65.png,found_wallet_65.png,"Pink My Melody character bifold wallet, blue quilted bow appliqué on top flap, oval white snout face embroidered on front.","Pink My Melody character zip-around wallet, blue quilted bow appliqué on top, oval white snout face embroidered on front."
wallet_066,Wallets,train,lost_wallet_66.png,found_wallet_66.png,"Light pink smooth PU leather bifold wallet, allover pink cute-cat illustration print, pink tab strap with center snap button closure.","Light pink pebbled PU leather bifold wallet, allover pink cute-cat illustration print, pink tab strap with center snap button closure."
wallet_067,Wallets,train,lost_wallet_67.png,found_wallet_67.png,"White Snoopy Peanuts allover-character-print bifold wallet, tan Snoopy face shaped patch as front flap closure, corner zipper pull.","White Snoopy Peanuts allover-character-print bifold wallet, tan Snoopy face shaped patch as front flap closure, magnetic snap closure."
wallet_068,Wallets,test,lost_wallet_68.png,found_wallet_68.png,"Cream linen square coin purse, printed cat with teal glasses and pink bow graphic, brown zipper tape trim, gold ring on side.","Cream linen tall rectangular coin purse, printed cat with teal glasses and pink bow graphic, brown zipper tape trim, gold ring on side."
wallet_069,Wallets,train,lost_wallet_69.png,found_wallet_69.png,"Blue denim Rilakkuma square coin purse, stuffed bear ears on top, embroidered oval-snout bear face, yellow brand tag on side, zipper closure.","Blue corduroy Rilakkuma square coin purse, stuffed bear ears on top, embroidered oval-snout bear face, yellow brand tag on side, zipper closure."
wallet_070,Wallets,train,lost_wallet_70.png,found_wallet_70.png,"Light pink smooth PU leather bifold wallet, three strawberry outlines on lower left, rubber strawberry charm on lower right corner, gold heart shaped clip locks.","Light pink smooth PU leather bifold wallet, three strawberry outlines on lower left, flat embroidered strawberry patch on lower right corner, gold heart shaped clip locks."
wallet_071,Wallets,test,lost_wallet_71.png,found_wallet_71.png,"Light blue VANWALK bifold wallet, cake and fork design patch on front, blue checkered panel on right side, decorative buttons on front.","Light blue VANWALK bifold wallet, cat and dog design patch on front, striped panel on right side, decorative buttons on front."
wallet_072,Wallets,train,lost_wallet_72.png,found_wallet_72.png,"Pale white smooth PU leather bifold wallet, allover white daisy print with orange centers and green leaves, center snap button tab closure.","Pale white smooth PU leather bifold wallet, allover white daisy print with orange centers and green leaves, side zipper closure."
wallet_073,Wallets,train,lost_wallet_73.png,found_wallet_73.png,"Navy blue canvas coin wallet, cute shiba inu dog face pattern, red paw prints, double snap button closure on front flap.","Navy blue canvas coin wallet, cute shiba inu dog face print, red paw prints, single center zipper closure."
wallet_074,Wallets,train,lost_wallet_74.png,found_wallet_74.png,"Pink Mikana quilted PU leather dome coin purse, diamond stitch pattern, gold logo plate centered on front, zipper closure.","Pink Mikana smooth PU leather dome coin purse, square stitch pattern, gold logo plate centered on front, zipper closure."
wallet_075,Wallets,test,lost_wallet_75.png,found_wallet_75.png,"Light blue watercolor wash smooth PU leather bifold wallet, gold Michaela name printed on lower front face.","Light blue solid smooth PU leather bifold wallet, gold Michaela name printed on lower front face."
wallet_076,Wallets,train,lost_wallet_76.png,found_wallet_76.png,"Black Charles & Keith textured PU leather bifold wallet, large blue floral patch covering front, black rectangular push lock closure.","Black Charles & Keith smooth PU leather bifold wallet, large blue floral patch covering front, black rectangular push lock closure."
wallet_077,Wallets,train,lost_wallet_77.png,found_wallet_77.png,"Pink checkered Pretty Guardian Sailor Moon trifold fabric wallet, blue trim edges, heart logo and text on front flap.","Pink solid Pretty Guardian Sailor Moon trifold fabric wallet, blue trim edges, heart logo and text on front flap."
wallet_078,Wallets,train,lost_wallet_78.png,found_wallet_78.png,"Pink polka dot PU leather bifold wallet, three teddy bears in pink curtain design on front, zipper closure with small bear charm.","Pink polka dot PU leather bifold wallet, three teddy bears in pink curtain design on front, snap button closure with small bear charm."
wallet_079,Wallets,test,lost_wallet_79.png,found_wallet_79.png,"Cream PU leather small square coin wallet, blue star patch and pink star patch on front, snap button tab closure, zipper at top.","Cream PU leather tall rectangular coin wallet, blue star patch and pink star patch on front, snap button tab closure, zipper at top."
wallet_080,Wallets,train,lost_wallet_80.png,found_wallet_80.png,"Red Vivienne Westwood glossy leather wallet, stamped design pattern on allover front, gold logo centered on front.","Black Vivienne Westwood glossy leather wallet, allover stamped design pattern allover front, gold logo centered on front."
wallet_081,Wallets,test,lost_wallet_81.png,found_wallet_81.png,"Pink PU leather Sakura bifold wallet, front magical star circle graphic print in pink and gold, SAKURA text at bottom.","Pink PU leather Sakura bifold wallet, front magical star circle graphic print in pink and gold, SAKURA text at bottom, zipper around closure."
wallet_082,Wallets,train,lost_wallet_82.png,found_wallet_82.png,"Cream PU leather bifold wallet, small pink floral print, fluffy cartoon bunny character with pink bow holding teddy bear on front flap.","Cream PU leather bifold wallet, small pink floral print, fluffy cartoon dog with pink bow character holding teddy bear on front flap"
wallet_083,Wallets,test,lost_wallet_83.png,found_wallet_83.png,"Pink smooth PU leather card wallet, gold heart shaped snap button centered on front tab closure, slim rectangular shape.","Pink smooth PU leather card wallet, silver heart shaped snap button centered on front tab closure, slim rectangular shape."
wallet_084,Wallets,val,lost_wallet_84.jpg,found_wallet_84.jpg,"Multicolor woven texture coin purse, tan leather heart shaped patch on front, tan leather trim around edges, zipper closure.","Multicolor woven texture coin purse, tan leather star shaped patch on front, tan leather trim around edges, zipper closure."
wallet_085,Wallets,train,lost_wallet_85.jpg,found_wallet_85.jpg,"Black fabric rectangular coin purse, round Seeingly brand logo patch on front, double zipper closure at top.","Black fabric square coin purse, round Seeingly brand logo patch on front, double zipper closure at top."
wallet_086,Wallets,train,lost_wallet_86.jpg,found_wallet_86.jpg,"White canvas coin purse, black ink drawn Totoro character print on front, dark brown zipper trim, metal ring on left side.","White canvas tall rectangular coin purse, black ink drawn Totoro character print on front, dark brown zipper trim, metal ring on left side."
wallet_087,Wallets,train,lost_wallet_87.jpg,found_wallet_87.jpg,"Tan Coach signature print bifold wallet, brown leather trim with white stitching, large silver buckle closure centered on front flap.","Tan Coach signature print bifold wallet, brown leather trim with white stitching, large gold turn lock closure centered on front flap."
wallet_088,Wallets,train,lost_wallet_88.jpg,found_wallet_88.jpg,"Gray woven crosshatch texture Herschel Supply Co. bifold wallet, white brand label patch on lower right corner.","Gray woven crosshatch texture Herschel Supply Co. bifold wallet, black brand label patch on lower right corner."
wallet_089,Wallets,test,lost_wallet_89.jpg,found_wallet_89.jpg,"Black smooth PU leather trifold wallet, gold cat face and paw print pattern, cute cat text on lower right corner.","Black pebbled PU leather trifold wallet, gold cat face and paw print pattern, cute cat text on lower right corner."
wallet_090,Wallets,train,lost_wallet_90.jpg,found_wallet_90.jpg,"White PU leather zip-around wallet, cute puppy and apple cartoon print covering front, gold zipper.","White PU leather zip-around wallet, cute puppy and apple cartoon print covering front, silver zipper."
wallet_091,Wallets,train,lost_wallet_91.jpg,found_wallet_91.jpg,"Blue denim Hello Kitty bifold wallet, stitched Hello Kitty face with tan leather bow on front, Hello Kitty text stitched at top.","Black denim Hello Kitty bifold wallet, stitched Hello Kitty face with tan leather bow on front, Hello Kitty text stitched at top."
wallet_092,Wallets,train,lost_wallet_92.jpg,found_wallet_92.jpg,"Multicolor woven fabric bifold wallet, tan leather trim around edges, center snap button tab closure, brown leather tassel zipper.","Multicolor woven fabric bifold wallet, tan leather trim around edges, center magnetic snap closure, brown leather tassel zipper."
wallet_093,Wallets,test,lost_wallet_93.jpg,found_wallet_93.jpg,"Green, pink and lavender smooth PU card holder wallet, pink heart shaped design centered on front panel, yellow flower charm on bead chain at corner.","Green, pink and lavender smooth PU card holder wallet, pink star shaped design centered on front panel, yellow flower charm on bead chain at corner."
wallet_094,Wallets,train,lost_wallet_94.jpg,found_wallet_94.jpg,"Light blue smooth PU leather bifold wallet, pink rubber heart shaped Candy Girls badge centered on front.","Light blue pebbled PU leather bifold wallet, pink rubber heart shaped Candy Girls badge centered on front."
wallet_095,Wallets,train,lost_wallet_95.jpg,found_wallet_95.jpg,"Light blue and pink Polly Pocket PU leather card holder, yellow oval Polly Pocket logo on light blue panel, pink border with small heart print, purple zipper pulls.","Light blue and pink Polly Pocket PU leather card holder, yellow oval Polly Pocket logo on light blue panel, pink border with small heart print, gold zipper pulls."
wallet_096,Wallets,val,lost_wallet_96.jpg,found_wallet_96.jpg,"Tan matte soft PU leather long bifold wallet, brand text on lower right, black trim along all edges, center snap tab closure.","Tan matte soft PU leather long bifold wallet, brand text on lower right, brown trim along all edges, center snap tab closure."
wallet_097,Wallets,train,lost_wallet_97.jpg,found_wallet_97.jpg,"Lavender blue PU leather bifold wallet, Cinnamoroll character shaped front flap, Cinnamoroll text and star designs on the top, ZGO Tidecolor text at bottom.","Lavender blue PU leather bifold wallet, plain tab front flap, Cinnamoroll text and star designs on the top, ZGO Tidecolor text at bottom."
wallet_098,Wallets,train,lost_wallet_98.jpg,found_wallet_98.jpg,"White PU leather bifold card wallet, brown sketch Mickey Mouse character and text print, tan leather center snap tab closure.","White canvas bifold card wallet, brown sketch Mickey Mouse character and text print, tan leather center snap tab closure."
wallet_099,Wallets,test,lost_wallet_99.jpg,found_wallet_99.jpg,"Light pink textured PU dome coin purse, floral branch and dark dot print, small M shaped logo centered on front, zipper closure.","Light pink textured PU square coin purse, floral branch and dark dot print, small M shaped logo centered on front, zipper closure."
wallet_100,Wallets,train,lost_wallet_100.jpg,found_wallet_100.jpg,"KKbag canvas coin purse, forest animals and mushroom print, tan leather KKbag label patch on front, double zipper closure, metal ring on side.","KKbag canvas coin purse, forest animals and mushroom print, tan leather KKbag label patch on front, single zipper closure, metal ring on side."
bag_001,Bags,train,lost_bag_01.jpg,found_bag_01.jpg,"Mint green Dolce & Gabbana satchel, pebbled leather texture, gold hardware rings on dual top handles, flap closure, detachable crossbody strap","Mint green Dolce & Gabbana satchel, smooth leather texture, gold hardware rings on dual top handles, flap closure, detachable crossbody strap"
bag_002,Bags,train,lost_bag_02.jpg,found_bag_02.jpg,"Tan caramel faux-leather messenger satchel, two front strap-and-buckle pockets with silver hardware, flap-over closure, adjustable flat shoulder strap","Tan caramel faux-leather messenger satchel, two front strap-and-buckle pockets with gold hardware, flap-over closure, adjustable flat shoulder strap"
bag_003,Bags,train,lost_bag_03.png,found_bag_03.png,"Warm brown faux-leather mini crossbody bag, gold heart-shaped turn-lock clasp on flap, chunky gold chain strap, short top handle","Warm brown faux-leather mini crossbody bag, silver heart-shaped turn-lock clasp on flap, chunky gold chain strap, short top handle"
bag_004,Bags,train,lost_bag_04.png,found_bag_04.png,"Purple intrecciato-woven leather bucket bag, drawstring closure with knotted ties, adjustable flat crossbody strap, silver hardware","Green intrecciato-woven leather bucket bag, drawstring closure with knotted ties, adjustable flat crossbody strap, silver hardware"
